Date: 2020-10-16-17-57-50 lvl: 3 message: Started testing!
Date: 2020-10-16-18-47-35 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Created source
Date: 2020-10-16-18-47-35 lvl: 1 message: Created source
Date: 2020-10-16-18-47-35 lvl: 1 message: Created source
Date: 2020-10-16-18-47-35 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-35 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Created source
Date: 2020-10-16-18-47-35 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-35 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-35 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Created source
Date: 2020-10-16-18-47-35 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-35 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-35 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-35 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-35 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-35 lvl: 1 message: Created source
Date: 2020-10-16-18-47-35 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-36 lvl: 1 message: Created source
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created source
Date: 2020-10-16-18-47-36 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-36 lvl: 1 message: Created source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Created source
Date: 2020-10-16-18-47-36 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-36 lvl: 1 message: Created source
Date: 2020-10-16-18-47-36 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created source
Date: 2020-10-16-18-47-36 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed source
Date: 2020-10-16-18-47-36 lvl: 1 message: Removed gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-36 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created gun
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-37 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 1 message: Created source
Date: 2020-10-16-18-47-38 lvl: 2 message: Ran script:  \Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Source{
	name: "source";
	position[cm]: 0, 0, 0;
	material: "Co60";
}
\Detector{
	name: "Cube";
	position[cm]: 0, 0, 0;
	rotation[rad]: 0, 0, 0;
	scale[cm]: 10, 10, 10;
	material: "Pb";
	geometry: "cube";
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}
\Gun{
	name: "gun";
	position[cm]: 0, 0, 0;
	direction: 0, 1, 0;
	energy[keV]: 100;
}

Date: 2020-10-16-18-47-38 lvl: 3 message: Finished testing!
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-38 lvl: 1 message: Created detector
Date: 2020-10-16-18-47-39 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-2 lvl: 3 message: Started testing!
Date: 2020-10-16-18-49-2 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-2 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-2 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-2 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-2 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-2 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-2 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created source
Date: 2020-10-16-18-49-3 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-3 lvl: 1 message: Created source
Date: 2020-10-16-18-49-3 lvl: 1 message: Created source
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed detector
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-3 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created source
Date: 2020-10-16-18-49-3 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-3 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-3 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-3 lvl: 1 message: Created source
Date: 2020-10-16-18-49-3 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-3 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-3 lvl: 1 message: Created source
Date: 2020-10-16-18-49-3 lvl: 1 message: Created source
Date: 2020-10-16-18-49-3 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Created source
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-3 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-3 lvl: 1 message: Created source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-4 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Created source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-4 lvl: 1 message: Created source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created source
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-4 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-4 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Created source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-4 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-4 lvl: 1 message: Created source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-4 lvl: 1 message: Created source
Date: 2020-10-16-18-49-4 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-5 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-5 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-5 lvl: 1 message: Created source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed gun
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Removed source
Date: 2020-10-16-18-49-5 lvl: 1 message: Created detector
Date: 2020-10-16-18-49-6 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-6 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-6 lvl: 1 message: Created source
Date: 2020-10-16-18-49-6 lvl: 1 message: Created source
Date: 2020-10-16-18-49-6 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-6 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-6 lvl: 1 message: Created source
Date: 2020-10-16-18-49-6 lvl: 1 message: Created source
Date: 2020-10-16-18-49-6 lvl: 1 message: Created gun
Date: 2020-10-16-18-49-6 lvl: 1 message: Removed source
